#
# MD time (ps), CV, handle_position, spring_constant, work
#
      0.0000       3.74786088       1.34884385       3.74790000       1.34880000     600.00000000     600.00000000       0.00000000
      0.0200       3.69411079       1.34560000       3.72242100       1.35531200     600.00000000     600.00000000       0.07281817
      0.0400       3.71384332       1.33132262       3.69694200       1.36182400     600.00000000     600.00000000       0.21778987
      0.0600       3.67651832       1.32968838       3.67146300       1.36833600     600.00000000     600.00000000      -0.01844308
      0.0800       3.58929993       1.38415844       3.64598400       1.37484800     600.00000000     600.00000000       0.10156141
      0.1000       3.68407479       1.37517518       3.62050500       1.38136000     600.00000000     600.00000000       0.35123454
      0.1200       3.60341936       1.38349329       3.59502600       1.38787200     600.00000000     600.00000000       0.22847323
      0.1400       3.53658185       1.36455793       3.56954700       1.39438400     600.00000000     600.00000000       0.73813444
      0.1600       3.61359066       1.37124494       3.54406800       1.40089600     600.00000000     600.00000000       0.74269482
      0.1800       3.49443446       1.40202003       3.51858900       1.40740800     600.00000000     600.00000000       0.29977078
      0.2000       3.45883279       1.39566035       3.49311000       1.41392000     600.00000000     600.00000000       0.77802987
      0.2200       3.51194126       1.35325716       3.46763100       1.42043200     600.00000000     600.00000000       0.56893011
      0.2400       3.40091690       1.36809552       3.44215200       1.42694400     600.00000000     600.00000000       0.43690053
      0.2600       3.43501102       1.39025307       3.41667300       1.43345600     600.00000000     600.00000000       1.08725816
      0.2800       3.42228108       1.39011917       3.39119400       1.43996800     600.00000000     600.00000000       1.10502076
      0.3000       3.33198087       1.41850379       3.36571500       1.44648000     600.00000000     600.00000000       1.43384472
      0.3200       3.41208405       1.40526272       3.34023600       1.45299200     600.00000000     600.00000000       2.18953804
      0.3400       3.29724079       1.43259188       3.31475700       1.45950400     600.00000000     600.00000000       1.83531958
      0.3600       3.24511289       1.41930967       3.28927800       1.46601600     600.00000000     600.00000000       2.49095315
      0.3800       3.34539752       1.33518229       3.26379900       1.47252800     600.00000000     600.00000000       2.57967497
      0.4000       3.18377745       1.39628527       3.23832000       1.47904000     600.00000000     600.00000000       3.06154259
      0.4200       3.15431843       1.42014282       3.21284100       1.48555200     600.00000000     600.00000000       3.40937108
      0.4400       3.29451097       1.44890857       3.18736200       1.49206400     600.00000000     600.00000000       3.14333809
      0.4600       3.14315365       1.42598526       3.16188300       1.49857600     600.00000000     600.00000000       3.85076438
      0.4800       3.10739761       1.44759230       3.13640400       1.50508800     600.00000000     600.00000000       4.42560860
      0.5000       3.16587914       1.42223805       3.11092500       1.51160000     600.00000000     600.00000000       4.19249668
      0.5200       3.07144679       1.41351041       3.08544600       1.51811200     600.00000000     600.00000000       4.80407532
      0.5400       3.02529679       1.41531597       3.05996700       1.52462400     600.00000000     600.00000000       5.29560061
      0.5600       3.08390974       1.53535610       3.03448800       1.53113600     600.00000000     600.00000000       5.34226236
      0.5800       3.04613932       1.54597492       3.00900900       1.53764800     600.00000000     600.00000000       5.73162507
      0.6000       2.95977621       1.42265834       2.98353000       1.54416000     600.00000000     600.00000000       6.14394126
      0.6200       2.92998733       1.47916813       2.95805100       1.55067200     600.00000000     600.00000000       6.33326297
      0.6400       2.95953181       1.50831802       2.93257200       1.55718400     600.00000000     600.00000000       6.52207326
      0.6600       2.91674846       1.50106305       2.90709300       1.56369600     600.00000000     600.00000000       6.63538670
      0.6800       2.85463109       1.52763291       2.88161400       1.57020800     600.00000000     600.00000000       7.12040557
      0.7000       2.87463745       1.47928316       2.85613500       1.57672000     600.00000000     600.00000000       7.52445458
      0.7200       2.81358815       1.53275715       2.83065600       1.58323200     600.00000000     600.00000000       7.38189885
      0.7400       2.79130232       1.52168826       2.80517700       1.58974400     600.00000000     600.00000000       7.80388802
      0.7600       2.80551594       1.52406131       2.77969800       1.59625600     600.00000000     600.00000000       8.05206570
      0.7800       2.76184041       1.49067571       2.75421900       1.60276800     600.00000000     600.00000000       8.30330400
      0.8000       2.71318835       1.55943902       2.72874000       1.60928000     600.00000000     600.00000000       8.88554902
      0.8200       2.74801343       1.50591129       2.70326100       1.61579200     600.00000000     600.00000000       9.57510510
      0.8400       2.65520076       1.55924086       2.67778200       1.62230400     600.00000000     600.00000000       9.64209799
      0.8600       2.62978541       1.55445848       2.65230300       1.62881600     600.00000000     600.00000000       9.88882665
      0.8800       2.68873274       1.51412420       2.62682400       1.63532800     600.00000000     600.00000000      10.84171825
      0.9000       2.60083998       1.60624676       2.60134500       1.64184000     600.00000000     600.00000000      10.73774997
      0.9200       2.55513754       1.55149259       2.57586600       1.64835200     600.00000000     600.00000000      11.40577254
      0.9400       2.63370185       1.59369480       2.55038700       1.65486400     600.00000000     600.00000000      12.28263580
      0.9600       2.51689218       1.56698099       2.52490800       1.66137600     600.00000000     600.00000000      12.83119170
      0.9800       2.44578134       1.57137814       2.49942900       1.66788800     600.00000000     600.00000000      13.31205889
      1.0000       2.55081736       1.58855142       2.47395000       1.67440000     600.00000000     600.00000000      13.61682458
      1.0200       2.45746819       1.58433590       2.44847100       1.68091200     600.00000000     600.00000000      14.26043818
      1.0400       2.38686863       1.59589228       2.42299200       1.68742400     600.00000000     600.00000000      14.75921412
      1.0600       2.45685614       1.62028136       2.39751300       1.69393600     600.00000000     600.00000000      15.13431512
      1.0800       2.35371270       1.59731945       2.37203400       1.70044800     600.00000000     600.00000000      15.58957188
      1.1000       2.31632981       1.63904470       2.34655500       1.70696000     600.00000000     600.00000000      16.04795045
      1.1200       2.38990820       1.60768334       2.32107600       1.71347200     600.00000000     600.00000000      16.34233457
      1.1400       2.30496452       1.69498994       2.29559700       1.71998400     600.00000000     600.00000000      16.95086329
      1.1600       2.23870555       1.57357049       2.27011800       1.72649600     600.00000000     600.00000000      17.40385889
      1.1800       2.31517842       1.69091704       2.24463900       1.73300800     600.00000000     600.00000000      17.71942490
      1.2000       2.23233234       1.65615923       2.21916000       1.73952000     600.00000000     600.00000000      18.47583949
      1.2200       2.16694431       1.62389242       2.19368100       1.74603200     600.00000000     600.00000000      19.53047801
      1.2400       2.25181839       1.64347444       2.16820200       1.75254400     600.00000000     600.00000000      20.02228742
      1.2600       2.18811082       1.69914363       2.14272300       1.75905600     600.00000000     600.00000000      20.98743438
      1.2800       2.13459020       1.68986236       2.11724400       1.76556800     600.00000000     600.00000000      22.07553582
      1.3000       2.15876659       1.68910775       2.09176500       1.77208000     600.00000000     600.00000000      22.61224241
      1.3200       2.04312871       1.70770750       2.06628600       1.77859200     600.00000000     600.00000000      23.42390801
      1.3400       2.07446402       1.67727529       2.04080700       1.78510400     600.00000000     600.00000000      23.93882784
      1.3600       1.96489355       1.79179702       2.01532800       1.79161600     600.00000000     600.00000000      23.57363468
      1.3800       1.99569494       1.77174017       1.98984900       1.79812800     600.00000000     600.00000000      24.19534032
      1.4000       1.99810651       1.72273283       1.96437000       1.80464000     600.00000000     600.00000000      23.87947428
      1.4200       1.89593556       1.84042622       1.93889100       1.81115200     600.00000000     600.00000000      23.97285587
      1.4400       1.92005524       1.75102176       1.91341200       1.81766400     600.00000000     600.00000000      24.28902669
      1.4600       1.91678483       1.76860161       1.88793300       1.82417600     600.00000000     600.00000000      24.18880490
      1.4800       1.83298478       1.80275358       1.86245400       1.83068800     600.00000000     600.00000000      24.93826758
      1.5000       1.85191998       1.76943609       1.83697500       1.83720000     600.00000000     600.00000000      25.05433309
      1.5200       1.78559485       1.82321678       1.81149600       1.84371200     600.00000000     600.00000000      24.89137900
      1.5400       1.82854647       1.83282793       1.78601700       1.85022400     600.00000000     600.00000000      25.29217433
      1.5600       1.73391446       1.81524842       1.76053800       1.85673600     600.00000000     600.00000000      25.22849215
      1.5800       1.69062980       1.80797781       1.73505900       1.86324800     600.00000000     600.00000000      25.24355187
      1.6000       1.74552757       1.81998933       1.70958000       1.86976000     600.00000000     600.00000000      25.28232037
      1.6200       1.66009674       1.89099863       1.68410100       1.87627200     600.00000000     600.00000000      25.13424493
      1.6400       1.61072976       1.86831439       1.65862200       1.88278400     600.00000000     600.00000000      24.84037003
      1.6600       1.66014146       1.78427651       1.63314300       1.88929600     600.00000000     600.00000000      24.44050745
      1.6800       1.52580979       1.91522084       1.60766400       1.89580800     600.00000000     600.00000000      24.49649831
      1.7000       1.57551095       1.87754046       1.58218500       1.90232000     600.00000000     600.00000000      24.35647197
      1.7200       1.61477835       1.84904118       1.55670600       1.90883200     600.00000000     600.00000000      24.04903714
      1.7400       1.47198270       1.90241324       1.53122700       1.91534400     600.00000000     600.00000000      24.14703013
      1.7600       1.47627409       1.88075409       1.50574800       1.92185600     600.00000000     600.00000000      24.50188521
      1.7800       1.54993520       1.90767528       1.48026900       1.92836800     600.00000000     600.00000000      24.68323679
      1.8000       1.52607582       1.93903587       1.45479000       1.93488000     600.00000000     600.00000000      24.69863637
      1.8200       1.40051513       1.90466908       1.42931100       1.94139200     600.00000000     600.00000000      25.08735029
      1.8400       1.37591918       1.92234989       1.40383200       1.94790400     600.00000000     600.00000000      25.99034308
      1.8600       1.39207105       1.89984267       1.37835300       1.95441600     600.00000000     600.00000000      26.51637857
      1.8800       1.40857458       1.98332175       1.35287400       1.96092800     600.00000000     600.00000000      27.15173346
